[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,0]
[1][3,(0, 1),0,E,1,72,1.0]
[3][4,(0, 2),1,E,2,71,0.0]
[8][5,(0, 3),3,E,3,70,0.0]
[9][6,(0, 4),8,E,4,69,0.0]
[10][7,(0, 5),9,E,5,68,0.0]
[12][9,(0, 6),10,E,6,67,0.0]
[13][12,(0, 7),12,E,7,66,0.0]
[15][13,(0, 8),13,E,8,65,0.0]
[17][16,(0, 9),15,E,9,64,0.0]
[19][19,(1, 9),17,S,10,63,0.0]
[32][23,(1, 10),19,E,11,62,0.0]
[34][24,(0, 10),32,N,12,63,0.0]
[37][25,(0, 11),34,E,13,62,0.0]
[38][27,(0, 12),37,E,14,61,0.0]
[39][29,(0, 13),38,E,15,60,0.0]
[40][30,(0, 14),39,E,16,59,0.0]
[42][32,(1, 14),40,S,17,58,0.0]
[47][33,(1, 15),42,E,18,57,0.0]
[50][34,(2, 15),47,S,19,56,0.0]
[62][35,(2, 16),50,E,20,55,0.0]
[64][37,(1, 16),62,N,21,56,0.0]
[65][38,(1, 17),64,E,22,55,0.0]
[67][39,(1, 18),65,E,23,54,0.0]
[69][40,(0, 18),67,N,24,55,0.0]
[71][42,(0, 19),69,E,25,54,0.0]
[72][44,(0, 20),71,E,26,53,0.0]
[73][47,(0, 21),72,E,27,52,0.0]
[75][50,(0, 22),73,E,28,51,0.0]
[76][51,(0, 23),75,E,29,50,0.0]
[78][54,(0, 24),76,E,30,49,0.0]
[80][55,(0, 25),78,E,31,48,0.0]
[82][56,(0, 26),80,E,32,47,0.0]
[84][57,(1, 26),82,S,33,46,0.0]
[91][58,(1, 27),84,E,34,45,0.0]
[93][59,(0, 27),91,N,35,46,0.0]
[95][61,(0, 28),93,E,36,45,0.0]
[96][62,(0, 29),95,E,37,44,0.0]
[97][63,(1, 29),96,S,38,43,0.0]
[98][65,(1, 30),97,E,39,42,0.0]
[102][67,(1, 31),98,E,40,41,0.0]
[104][68,(0, 31),102,N,41,42,0.0]
[105][72,(0, 32),104,E,42,41,0.0]
[106][73,(0, 33),105,E,43,40,0.0]
[107][75,(0, 34),106,E,44,39,0.0]
[109][77,(0, 35),107,E,45,38,0.0]
[111][78,(1, 35),109,S,46,37,0.0]
[114][79,(1, 36),111,E,47,36,0.0]
[115][80,(0, 36),114,N,48,37,0.0]
[118][81,(0, 37),115,E,49,36,0.0]
[119][82,(0, 38),118,E,50,35,0.0]
[121][85,(1, 38),119,S,51,34,0.0]
[123][86,(1, 39),121,E,52,33,0.0]
[124][87,(1, 40),123,E,53,32,0.0]
[127][91,(1, 41),124,E,54,31,0.0]
[130][92,(1, 42),127,E,55,30,0.0]
[133][94,(1, 43),130,E,56,29,0.0]
[135][95,(0, 43),133,N,57,30,0.0]
[138][97,(0, 44),135,E,58,29,0.0]
[139][99,(0, 45),138,E,59,28,0.0]
[140][102,(0, 46),139,E,60,27,0.0]
[142][103,(0, 47),140,E,61,26,0.0]
[144][104,(0, 48),142,E,62,25,0.0]
[147][107,(1, 48),144,S,63,24,0.0]
[152][108,(2, 48),147,S,64,23,0.0]
[191][111,(2, 47),152,O,65,24,0.0]
[192][112,(3, 47),191,S,66,23,0.0]
[241][114,(4, 47),192,S,67,22,0.0]
[293][116,(5, 47),241,S,68,21,0.0]
[338][118,(6, 47),293,S,69,20,0.0]
[394][119,(7, 47),338,S,70,19,0.0]
[444][122,(8, 47),394,S,71,18,0.0]
[489][123,(9, 47),444,S,72,17,0.0]
[540][124,(10, 47),489,S,73,16,0.0]
[586][125,(11, 47),540,S,74,15,0.0]
[639][129,(12, 47),586,S,75,14,0.0]
[687][130,(13, 47),639,S,76,13,0.0]
[738][131,(14, 47),687,S,77,12,0.0]
[787][132,(15, 47),738,S,78,11,0.0]
[836][133,(15, 48),787,E,79,10,0.0]
[838][134,(16, 48),836,S,80,9,0.0]
[888][135,(17, 48),838,S,81,8,0.0]
[947][136,(18, 48),888,S,82,7,0.0]
[987][140,(19, 48),947,S,83,6,0.0]
[1039][142,(20, 48),987,S,84,5,0.0]
[1089][146,(20, 49),1039,E,85,4,0.0]
[1091][147,(21, 49),1089,S,86,3,0.0]
[1143][149,(22, 49),1091,S,87,2,0.0]
[1186][152,(23, 49),1143,S,88,1,0.0]
[1240][156,(24, 49),1186,S,89,0,0.0]
