[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,198,0]
[1][1,(0, 1),0,E,1,197,198.0]
[2][2,(0, 2),1,E,2,196,198.0]
[6][5,(1, 2),2,S,3,195,200.0]
[9][8,(1, 3),6,E,4,194,202.0]
[21][9,(1, 4),9,E,5,193,202.0]
[23][10,(1, 5),21,E,6,192,202.0]
[26][12,(2, 5),23,S,7,191,203.0]
[28][13,(2, 6),26,E,8,190,203.0]
[29][14,(2, 7),28,E,9,189,203.0]
[31][15,(2, 8),29,E,10,188,203.0]
[35][18,(3, 8),31,S,11,187,205.0]
[58][19,(4, 8),35,S,12,186,205.0]
[67][20,(5, 8),58,S,13,185,205.0]
[75][21,(6, 8),67,S,14,184,205.0]
[80][22,(7, 8),75,S,15,183,205.0]
[86][23,(7, 9),80,E,16,182,205.0]
[90][24,(8, 9),86,S,17,181,205.0]
[94][28,(9, 9),90,S,18,180,208.0]
[157][29,(10, 9),94,S,19,179,208.0]
[159][30,(10, 10),157,E,20,178,208.0]
[162][31,(11, 10),159,S,21,177,208.0]
[165][32,(11, 11),162,E,22,176,208.0]
[169][33,(12, 11),165,S,23,175,208.0]
[173][34,(12, 12),169,E,24,174,208.0]
[175][35,(13, 12),173,S,25,173,208.0]
[176][36,(13, 13),175,E,26,172,208.0]
[179][38,(13, 14),176,E,27,171,209.0]
[204][39,(13, 15),179,E,28,170,209.0]
[206][40,(13, 16),204,E,29,169,209.0]
[210][42,(14, 16),206,S,30,168,210.0]
[282][43,(15, 16),210,S,31,167,210.0]
[285][46,(16, 16),282,S,32,166,212.0]
[384][48,(17, 16),285,S,33,165,213.0]
[423][51,(18, 16),384,S,34,164,215.0]
[545][53,(19, 16),423,S,35,163,216.0]
[611][55,(20, 16),545,S,36,162,217.0]
[671][56,(20, 17),611,E,37,161,217.0]
[675][57,(21, 17),671,S,38,160,217.0]
[683][60,(22, 17),675,S,39,159,219.0]
[831][61,(23, 17),683,S,40,158,219.0]
[842][62,(24, 17),831,S,41,157,219.0]
[851][63,(24, 18),842,E,42,156,219.0]
[854][64,(24, 19),851,E,43,155,219.0]
[857][65,(25, 19),854,S,44,154,219.0]
[862][66,(25, 20),857,E,45,153,219.0]
[864][69,(25, 21),862,E,46,152,221.0]
[1099][70,(26, 21),864,S,47,151,221.0]
[1105][71,(26, 22),1099,E,48,150,221.0]
[1108][72,(27, 22),1105,S,49,149,221.0]
[1119][73,(27, 23),1108,E,50,148,221.0]
[1121][74,(28, 23),1119,S,51,147,221.0]
[1133][75,(29, 23),1121,S,52,146,221.0]
[1143][76,(29, 24),1133,E,53,145,221.0]
[1145][77,(29, 25),1143,E,54,144,221.0]
[1148][78,(30, 25),1145,S,55,143,221.0]
[1159][79,(31, 25),1148,S,56,142,221.0]
[1165][80,(32, 25),1159,S,57,141,221.0]
[1175][81,(33, 25),1165,S,58,140,221.0]
[1180][82,(33, 26),1175,E,59,139,221.0]
[1182][83,(34, 26),1180,S,60,138,221.0]
[1190][84,(35, 26),1182,S,61,137,221.0]
[1191][85,(35, 27),1190,E,62,136,221.0]
[1195][86,(36, 27),1191,S,63,135,221.0]
[1197][87,(37, 27),1195,S,64,134,221.0]
[1198][88,(37, 28),1197,E,65,133,221.0]
[1201][89,(37, 29),1198,E,66,132,221.0]
[1203][90,(37, 30),1201,E,67,131,221.0]
[1204][91,(37, 31),1203,E,68,130,221.0]
[1207][92,(38, 31),1204,S,69,129,221.0]
[1214][93,(39, 31),1207,S,70,128,221.0]
[1218][94,(39, 32),1214,E,71,127,221.0]
[1221][95,(39, 33),1218,E,72,126,221.0]
[1223][96,(39, 34),1221,E,73,125,221.0]
[1225][97,(38, 34),1223,N,74,126,223.0]
[1436][98,(38, 35),1225,E,75,125,223.0]
[1438][99,(38, 36),1436,E,76,124,223.0]
[1441][100,(38, 37),1438,E,77,123,223.0]
[1443][101,(38, 38),1441,E,78,122,223.0]
[1445][103,(38, 39),1443,E,79,121,224.0]
[1574][104,(38, 40),1445,E,80,120,224.0]
[1575][105,(38, 41),1574,E,81,119,224.0]
[1577][106,(38, 42),1575,E,82,118,224.0]
[1580][107,(39, 42),1577,S,83,117,224.0]
[1582][108,(40, 42),1580,S,84,116,224.0]
[1586][109,(40, 41),1582,O,85,117,226.0]
[1925][110,(41, 41),1586,S,86,116,226.0]
[1929][111,(42, 41),1925,S,87,115,226.0]
[1940][112,(42, 42),1929,E,88,114,226.0]
[1941][113,(43, 42),1940,S,89,113,226.0]
[1948][114,(43, 43),1941,E,90,112,226.0]
[1950][115,(44, 43),1948,S,91,111,226.0]
[1966][116,(45, 43),1950,S,92,110,226.0]
[1973][118,(45, 44),1966,E,93,109,227.0]
[2180][119,(45, 45),1973,E,94,108,227.0]
[2182][120,(45, 46),2180,E,95,107,227.0]
[2184][121,(45, 47),2182,E,96,106,227.0]
[2186][122,(46, 47),2184,S,97,105,227.0]
[2190][125,(46, 48),2186,E,98,104,229.0]
[2514][126,(46, 49),2190,E,99,103,229.0]
[2516][127,(46, 50),2514,E,100,102,229.0]
[2518][128,(46, 51),2516,E,101,101,229.0]
[2521][130,(47, 51),2518,S,102,100,230.0]
[2668][132,(48, 51),2521,S,103,99,231.0]
[2827][133,(48, 52),2668,E,104,98,231.0]
[2829][134,(48, 53),2827,E,105,97,231.0]
[2832][135,(48, 54),2829,E,106,96,231.0]
[2835][136,(48, 55),2832,E,107,95,231.0]
[2837][139,(48, 56),2835,E,108,94,233.0]
[3159][140,(49, 56),2837,S,109,93,233.0]
[3163][141,(49, 57),3159,E,110,92,233.0]
[3166][142,(49, 58),3163,E,111,91,233.0]
[3169][143,(49, 59),3166,E,112,90,233.0]
[3172][145,(49, 60),3169,E,113,89,234.0]
[3379][146,(49, 61),3172,E,114,88,234.0]
[3382][147,(49, 62),3379,E,115,87,234.0]
[3385][148,(49, 63),3382,E,116,86,234.0]
[3388][149,(50, 63),3385,S,117,85,234.0]
[3399][150,(51, 63),3388,S,118,84,234.0]
[3406][151,(52, 63),3399,S,119,83,234.0]
[3413][152,(53, 63),3406,S,120,82,234.0]
[3417][153,(53, 64),3413,E,121,81,234.0]
[3420][154,(54, 64),3417,S,122,80,234.0]
[3424][155,(55, 64),3420,S,123,79,234.0]
[3428][158,(56, 64),3424,S,124,78,236.0]
[3829][159,(57, 64),3428,S,125,77,236.0]
[3835][160,(57, 65),3829,E,126,76,236.0]
[3837][161,(57, 66),3835,E,127,75,236.0]
[3840][162,(58, 66),3837,S,128,74,236.0]
[3849][163,(59, 66),3840,S,129,73,236.0]
[3852][165,(60, 66),3849,S,130,72,237.0]
[4134][166,(60, 67),3852,E,131,71,237.0]
[4136][168,(61, 67),4134,S,132,70,238.0]
[4428][170,(62, 67),4136,S,133,69,239.0]
[4662][171,(63, 67),4428,S,134,68,239.0]
[4674][172,(64, 67),4662,S,135,67,239.0]
[4678][173,(64, 68),4674,E,136,66,239.0]
[4682][174,(65, 68),4678,S,137,65,239.0]
[4685][176,(66, 68),4682,S,138,64,240.0]
[4932][177,(66, 69),4685,E,139,63,240.0]
[4935][178,(66, 70),4932,E,140,62,240.0]
[4937][179,(66, 71),4935,E,141,61,240.0]
[4939][180,(66, 72),4937,E,142,60,240.0]
[4943][181,(67, 72),4939,S,143,59,240.0]
[4951][182,(67, 73),4943,E,144,58,240.0]
