[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,198,0]
[1][1,(0, 1),0,E,1,197,197.0]
[2][2,(0, 2),1,E,2,196,196.0]
[5][6,(0, 3),2,E,3,195,195.0]
[7][9,(1, 3),5,S,4,194,194.0]
[8][10,(1, 4),7,E,5,193,193.0]
[11][11,(1, 5),8,E,6,192,192.0]
[14][15,(1, 6),11,E,7,191,191.0]
[17][16,(2, 6),14,S,8,190,190.0]
[18][17,(2, 7),17,E,9,189,189.0]
[20][18,(2, 8),18,E,10,188,188.0]
[23][20,(2, 9),20,E,11,187,187.0]
[26][22,(2, 10),23,E,12,186,186.0]
[29][23,(2, 11),26,E,13,185,185.0]
[32][26,(2, 12),29,E,14,184,184.0]
[35][28,(2, 13),32,E,15,183,183.0]
[38][31,(2, 14),35,E,16,182,182.0]
[40][33,(3, 14),38,S,17,181,181.0]
[41][34,(3, 15),40,E,18,180,180.0]
[44][37,(3, 16),41,E,19,179,179.0]
[46][40,(3, 17),44,E,20,178,178.0]
[49][41,(3, 18),46,E,21,177,177.0]
[52][44,(3, 19),49,E,22,176,176.0]
[53][47,(3, 20),52,E,23,175,175.0]
[56][48,(3, 21),53,E,24,174,174.0]
[59][52,(3, 22),56,E,25,173,173.0]
[62][54,(4, 22),59,S,26,172,172.0]
[63][55,(5, 22),62,S,27,171,171.0]
[64][57,(5, 23),63,E,28,170,170.0]
[68][58,(5, 24),64,E,29,169,169.0]
[71][59,(5, 25),68,E,30,168,168.0]
[73][60,(5, 26),71,E,31,167,167.0]
[76][62,(6, 26),73,S,32,166,166.0]
[77][63,(6, 27),76,E,33,165,165.0]
[80][66,(6, 28),77,E,34,164,164.0]
[82][70,(6, 29),80,E,35,163,163.0]
[85][71,(6, 30),82,E,36,162,162.0]
[88][74,(7, 30),85,S,37,161,161.0]
[89][77,(8, 30),88,S,38,160,160.0]
[90][78,(8, 31),89,E,39,159,159.0]
[94][79,(8, 32),90,E,40,158,158.0]
[97][81,(8, 33),94,E,41,157,157.0]
[100][82,(8, 34),97,E,42,156,156.0]
[103][85,(8, 35),100,E,43,155,155.0]
[106][88,(9, 35),103,S,44,154,154.0]
[107][91,(9, 36),106,E,45,153,153.0]
[110][92,(9, 37),107,E,46,152,152.0]
[112][95,(9, 38),110,E,47,151,151.0]
[113][98,(9, 39),112,E,48,150,150.0]
[116][100,(9, 40),113,E,49,149,149.0]
[119][103,(9, 41),116,E,50,148,148.0]
[122][104,(9, 42),119,E,51,147,147.0]
[125][105,(9, 43),122,E,52,146,146.0]
[127][109,(9, 44),125,E,53,145,145.0]
[130][113,(9, 45),127,E,54,144,144.0]
[132][114,(9, 46),130,E,55,143,143.0]
[135][116,(9, 47),132,E,56,142,142.0]
[138][117,(9, 48),135,E,57,141,141.0]
[141][121,(9, 49),138,E,58,140,140.0]
[144][123,(9, 50),141,E,59,139,139.0]
[147][127,(9, 51),144,E,60,138,138.0]
[149][128,(9, 52),147,E,61,137,137.0]
[151][130,(9, 53),149,E,62,136,136.0]
[154][133,(9, 54),151,E,63,135,135.0]
[157][135,(9, 55),154,E,64,134,134.0]
[160][137,(9, 56),157,E,65,133,133.0]
[161][139,(9, 57),160,E,66,132,132.0]
[163][142,(9, 58),161,E,67,131,131.0]
[165][146,(9, 59),163,E,68,130,130.0]
[168][147,(9, 60),165,E,69,129,129.0]
[170][148,(9, 61),168,E,70,128,128.0]
[173][150,(10, 61),170,S,71,127,127.0]
[174][152,(10, 62),173,E,72,126,126.0]
[177][154,(10, 63),174,E,73,125,125.0]
[180][156,(10, 64),177,E,74,124,124.0]
[183][159,(11, 64),180,S,75,123,123.0]
[184][160,(11, 65),183,E,76,122,122.0]
[187][163,(11, 66),184,E,77,121,121.0]
[190][164,(11, 67),187,E,78,120,120.0]
[193][166,(12, 67),190,S,79,119,119.0]
[194][167,(12, 68),193,E,80,118,118.0]
[197][168,(12, 69),194,E,81,117,117.0]
[200][171,(12, 70),197,E,82,116,116.0]
[203][173,(12, 71),200,E,83,115,115.0]
[206][176,(12, 72),203,E,84,114,114.0]
[209][177,(13, 72),206,S,85,113,113.0]
[210][180,(13, 73),209,E,86,112,112.0]
[211][183,(13, 74),210,E,87,111,111.0]
[213][184,(13, 75),211,E,88,110,110.0]
[214][187,(14, 75),213,S,89,109,109.0]
[215][189,(14, 76),214,E,90,108,108.0]
[217][190,(15, 76),215,S,91,107,107.0]
[218][193,(15, 77),217,E,92,106,106.0]
[222][194,(15, 78),218,E,93,105,105.0]
[226][195,(16, 78),222,S,94,104,104.0]
[228][196,(16, 79),226,E,95,103,103.0]
[229][200,(16, 80),228,E,96,102,102.0]
[232][201,(16, 81),229,E,97,101,101.0]
[235][202,(16, 82),232,E,98,100,100.0]
[238][203,(16, 83),235,E,99,99,99.0]
[240][206,(16, 84),238,E,100,98,98.0]
[243][207,(16, 85),240,E,101,97,97.0]
[245][208,(16, 86),243,E,102,96,96.0]
[248][209,(16, 87),245,E,103,95,95.0]
[251][211,(16, 88),248,E,104,94,94.0]
[254][212,(16, 89),251,E,105,93,93.0]
[257][216,(16, 90),254,E,106,92,92.0]
[260][217,(16, 91),257,E,107,91,91.0]
[262][218,(16, 92),260,E,108,90,90.0]
[265][219,(16, 93),262,E,109,89,89.0]
[267][220,(16, 94),265,E,110,88,88.0]
[270][224,(16, 95),267,E,111,87,87.0]
[273][225,(16, 96),270,E,112,86,86.0]
[275][226,(16, 97),273,E,113,85,85.0]
[278][227,(16, 98),275,E,114,84,84.0]
[280][228,(16, 99),278,E,115,83,83.0]
[283][229,(17, 99),280,S,116,82,82.0]
[284][230,(18, 99),283,S,117,81,81.0]
[285][231,(18, 98),284,O,118,82,82.0]
[286][232,(19, 98),285,S,119,81,81.0]
[288][235,(19, 99),286,E,120,80,80.0]
[290][236,(20, 99),288,S,121,79,79.0]
[291][237,(21, 99),290,S,122,78,78.0]
[292][238,(22, 99),291,S,123,77,77.0]
[294][239,(23, 99),292,S,124,76,76.0]
[296][241,(24, 99),294,S,125,75,75.0]
[297][244,(25, 99),296,S,126,74,74.0]
[299][245,(26, 99),297,S,127,73,73.0]
[300][248,(27, 99),299,S,128,72,72.0]
[301][251,(28, 99),300,S,129,71,71.0]
[303][254,(28, 98),301,O,130,72,72.0]
[304][255,(28, 97),303,O,131,73,73.0]
[307][258,(29, 97),304,S,132,72,72.0]
[309][260,(29, 98),307,E,133,71,71.0]
[312][263,(29, 99),309,E,134,70,70.0]
[314][265,(30, 99),312,S,135,69,69.0]
[315][267,(31, 99),314,S,136,68,68.0]
[316][271,(32, 99),315,S,137,67,67.0]
[317][272,(33, 99),316,S,138,66,66.0]
[319][273,(34, 99),317,S,139,65,65.0]
[320][277,(35, 99),319,S,140,64,64.0]
[323][281,(35, 98),320,O,141,65,65.0]
[324][283,(36, 98),323,S,142,64,64.0]
[326][285,(37, 98),324,S,143,63,63.0]
[328][289,(37, 97),326,O,144,64,64.0]
[329][290,(38, 97),328,S,145,63,63.0]
[331][291,(38, 98),329,E,146,62,62.0]
[334][295,(38, 99),331,E,147,61,61.0]
[336][296,(39, 99),334,S,148,60,60.0]
[337][297,(40, 99),336,S,149,59,59.0]
[340][298,(40, 98),337,O,150,60,60.0]
[344][299,(40, 97),340,O,151,61,61.0]
[345][300,(41, 97),344,S,152,60,60.0]
[347][304,(42, 97),345,S,153,59,59.0]
[350][308,(43, 97),347,S,154,58,58.0]
[352][310,(43, 96),350,O,155,59,59.0]
[353][312,(44, 96),352,S,156,58,58.0]
[355][313,(44, 97),353,E,157,57,57.0]
[357][317,(44, 98),355,E,158,56,56.0]
[360][320,(44, 99),357,E,159,55,55.0]
[362][321,(45, 99),360,S,160,54,54.0]
[363][323,(46, 99),362,S,161,53,53.0]
[364][325,(47, 99),363,S,162,52,52.0]
[366][326,(48, 99),364,S,163,51,51.0]
[367][329,(49, 99),366,S,164,50,50.0]
[370][330,(49, 98),367,O,165,51,51.0]
[371][332,(49, 97),370,O,166,52,52.0]
[374][336,(50, 97),371,S,167,51,51.0]
[375][337,(50, 98),374,E,168,50,50.0]
[377][338,(51, 98),375,S,169,49,49.0]
[378][339,(51, 99),377,E,170,48,48.0]
[380][340,(52, 99),378,S,171,47,47.0]
[381][341,(53, 99),380,S,172,46,46.0]
[383][343,(53, 98),381,O,173,47,47.0]
[387][344,(53, 97),383,O,174,48,48.0]
[389][348,(54, 97),387,S,175,47,47.0]
[391][349,(55, 97),389,S,176,46,46.0]
[393][353,(56, 97),391,S,177,45,45.0]
[394][355,(56, 98),393,E,178,44,44.0]
[397][357,(56, 99),394,E,179,43,43.0]
[399][359,(57, 99),397,S,180,42,42.0]
[400][361,(58, 99),399,S,181,41,41.0]
[401][362,(59, 99),400,S,182,40,40.0]
[403][364,(60, 99),401,S,183,39,39.0]
[405][365,(61, 99),403,S,184,38,38.0]
[407][366,(62, 99),405,S,185,37,37.0]
[409][367,(63, 99),407,S,186,36,36.0]
[410][370,(64, 99),409,S,187,35,35.0]
[412][371,(65, 99),410,S,188,34,34.0]
[414][372,(66, 99),412,S,189,33,33.0]
[415][375,(67, 99),414,S,190,32,32.0]
[416][376,(68, 99),415,S,191,31,31.0]
[417][377,(69, 99),416,S,192,30,30.0]
[419][378,(70, 99),417,S,193,29,29.0]
[421][381,(70, 98),419,O,194,30,30.0]
[422][382,(71, 98),421,S,195,29,29.0]
[424][383,(71, 99),422,E,196,28,28.0]
[427][384,(72, 99),424,S,197,27,27.0]
[428][387,(73, 99),427,S,198,26,26.0]
[429][389,(74, 99),428,S,199,25,25.0]
[431][392,(75, 99),429,S,200,24,24.0]
[432][393,(76, 99),431,S,201,23,23.0]
[434][395,(77, 99),432,S,202,22,22.0]
[436][397,(78, 99),434,S,203,21,21.0]
[438][400,(79, 99),436,S,204,20,20.0]
[440][404,(80, 99),438,S,205,19,19.0]
[442][406,(81, 99),440,S,206,18,18.0]
[444][407,(82, 99),442,S,207,17,17.0]
[446][409,(83, 99),444,S,208,16,16.0]
[448][412,(83, 98),446,O,209,17,17.0]
[449][414,(84, 98),448,S,210,16,16.0]
[452][415,(85, 98),449,S,211,15,15.0]
[454][417,(85, 99),452,E,212,14,14.0]
[457][418,(86, 99),454,S,213,13,13.0]
[458][419,(87, 99),457,S,214,12,12.0]
[459][420,(88, 99),458,S,215,11,11.0]
[461][423,(88, 98),459,O,216,12,12.0]
[462][424,(89, 98),461,S,217,11,11.0]
[465][427,(90, 98),462,S,218,10,10.0]
[468][428,(91, 98),465,S,219,9,9.0]
[470][431,(91, 99),468,E,220,8,8.0]
[472][432,(92, 99),470,S,221,7,7.0]
[473][436,(93, 99),472,S,222,6,6.0]
[475][437,(93, 98),473,O,223,7,7.0]
[476][438,(94, 98),475,S,224,6,6.0]
[478][439,(95, 98),476,S,225,5,5.0]
[480][440,(95, 97),478,O,226,6,6.0]
[481][443,(96, 97),480,S,227,5,5.0]
[482][447,(96, 98),481,E,228,4,4.0]
[484][448,(97, 98),482,S,229,3,3.0]
[486][450,(97, 99),484,E,230,2,2.0]
[488][451,(98, 99),486,S,231,1,1.0]
[489][455,(99, 99),488,S,232,0,0.0]
