[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,0]
[1][4,(0, 1),0,E,1,72,76.0]
[5][5,(0, 2),1,E,2,71,76.0]
[6][8,(1, 2),5,S,3,70,78.0]
[9][9,(2, 2),6,S,4,69,78.0]
[13][10,(3, 2),9,S,5,68,78.0]
[14][12,(4, 2),13,S,6,67,79.0]
[21][15,(5, 2),14,S,7,66,81.0]
[38][17,(6, 2),21,S,8,65,82.0]
[45][18,(6, 3),38,E,9,64,82.0]
[47][19,(6, 4),45,E,10,63,82.0]
[50][20,(6, 5),47,E,11,62,82.0]
[53][22,(7, 5),50,S,12,61,83.0]
[85][23,(8, 5),53,S,13,60,83.0]
[89][24,(9, 5),85,S,14,59,83.0]
[91][27,(9, 6),89,E,15,58,85.0]
[126][28,(10, 6),91,S,16,57,85.0]
[129][30,(10, 7),126,E,17,56,86.0]
[144][31,(11, 7),129,S,18,55,86.0]
[155][32,(12, 7),144,S,19,54,86.0]
[161][34,(13, 7),155,S,20,53,87.0]
[174][35,(14, 7),161,S,21,52,87.0]
[176][36,(14, 8),174,E,22,51,87.0]
[179][37,(14, 9),176,E,23,50,87.0]
[182][38,(14, 10),179,E,24,49,87.0]
[185][39,(14, 11),182,E,25,48,87.0]
[188][42,(14, 12),185,E,26,47,89.0]
[253][43,(14, 13),188,E,27,46,89.0]
[256][44,(15, 13),253,S,28,45,89.0]
[259][45,(15, 14),256,E,29,44,89.0]
[263][46,(16, 14),259,S,30,43,89.0]
[267][48,(17, 14),263,S,31,42,90.0]
[315][49,(18, 14),267,S,32,41,90.0]
[322][51,(19, 14),315,S,33,40,91.0]
[396][52,(20, 14),322,S,34,39,91.0]
[398][53,(21, 14),396,S,35,38,91.0]
[400][54,(22, 14),398,S,36,37,91.0]
[404][55,(23, 14),400,S,37,36,91.0]
[411][56,(24, 14),404,S,38,35,91.0]
[416][57,(25, 14),411,S,39,34,91.0]
[419][58,(26, 14),416,S,40,33,91.0]
[421][59,(26, 15),419,E,41,32,91.0]
[424][60,(26, 16),421,E,42,31,91.0]
[427][61,(27, 16),424,S,43,30,91.0]
[430][62,(28, 16),427,S,44,29,91.0]
[432][64,(29, 16),430,S,45,28,92.0]
[490][65,(30, 16),432,S,46,27,92.0]
[492][66,(31, 16),490,S,47,26,92.0]
[495][67,(32, 16),492,S,48,25,92.0]
[497][68,(32, 17),495,E,49,24,92.0]
[500][69,(32, 18),497,E,50,23,92.0]
[503][70,(33, 18),500,S,51,22,92.0]
[506][71,(34, 18),503,S,52,21,92.0]
[508][72,(35, 18),506,S,53,20,92.0]
[511][73,(36, 18),508,S,54,19,92.0]
[517][77,(37, 18),511,S,55,18,95.0]
[703][78,(38, 18),517,S,56,17,95.0]
[706][80,(39, 18),703,S,57,16,96.0]
[785][82,(40, 18),706,S,58,15,97.0]
[844][83,(41, 18),785,S,59,14,97.0]
[848][84,(42, 18),844,S,60,13,97.0]
[851][85,(42, 19),848,E,61,12,97.0]
[855][86,(43, 19),851,S,62,11,97.0]
[860][87,(44, 19),855,S,63,10,97.0]
[863][89,(45, 19),860,S,64,9,98.0]
[887][92,(45, 20),863,E,65,8,100.0]
[940][93,(45, 21),887,E,66,7,100.0]
[942][94,(45, 22),940,E,67,6,100.0]
[945][95,(45, 23),942,E,68,5,100.0]
[948][96,(46, 23),945,S,69,4,100.0]
[953][97,(47, 23),948,S,70,3,100.0]
[955][98,(48, 23),953,S,71,2,100.0]
[956][100,(48, 24),955,E,72,1,101.0]
[1008][101,(49, 24),956,S,73,0,101.0]
