[id][cost,state,father_id,action,depth,h,value]
[6297][121,(45, 47),6294,E,96,106,227]
[6301][122,(46, 47),6297,S,97,105,227]
[6311][125,(46, 48),6301,E,98,104,229]
[7390][126,(46, 49),6311,E,99,103,229]
[7394][127,(46, 50),7390,E,100,102,229]
[7398][128,(46, 51),7394,E,101,101,229]
[7402][130,(47, 51),7398,S,102,100,230]
[7914][132,(48, 51),7402,S,103,99,231]
[8418][133,(48, 52),7914,E,104,98,231]
[8422][134,(48, 53),8418,E,105,97,231]
[8426][135,(48, 54),8422,E,106,96,231]
[8430][136,(48, 55),8426,E,107,95,231]
[8433][139,(48, 56),8430,E,108,94,233]
[9497][140,(49, 56),8433,S,109,93,233]
[9513][141,(49, 57),9497,E,110,92,233]
[9517][142,(49, 58),9513,E,111,91,233]
[9521][143,(49, 59),9517,E,112,90,233]
[9525][145,(49, 60),9521,E,113,89,234]
[10140][146,(49, 61),9525,E,114,88,234]
[10144][147,(49, 62),10140,E,115,87,234]
[10148][148,(49, 63),10144,E,116,86,234]
[10152][149,(50, 63),10148,S,117,85,234]
[10188][150,(51, 63),10152,S,118,84,234]
[10217][151,(52, 63),10188,S,119,83,234]
[10243][152,(53, 63),10217,S,120,82,234]
[10264][153,(53, 64),10243,E,121,81,234]
[10267][154,(54, 64),10264,S,122,80,234]
[10274][155,(55, 64),10267,S,123,79,234]
[10281][158,(56, 64),10274,S,124,78,236]
[11571][159,(57, 64),10281,S,125,77,236]
[11584][160,(57, 65),11571,E,126,76,236]
[11587][161,(57, 66),11584,E,127,75,236]
[11591][162,(58, 66),11587,S,128,74,236]
[11620][163,(59, 66),11591,S,129,73,236]
[11638][165,(60, 66),11620,S,130,72,237]
[12445][166,(60, 67),11638,E,131,71,237]
[12448][168,(61, 67),12445,S,132,70,238]
[13314][170,(62, 67),12448,S,133,69,239]
[14085][171,(63, 67),13314,S,134,68,239]
[14118][172,(64, 67),14085,S,135,67,239]
[14147][173,(64, 68),14118,E,136,66,239]
[14151][174,(65, 68),14147,S,137,65,239]
[14166][176,(66, 68),14151,S,138,64,240]
[15033][177,(66, 69),14166,E,139,63,240]
[15036][178,(66, 70),15033,E,140,62,240]
[15039][179,(66, 71),15036,E,141,61,240]
[15043][180,(66, 72),15039,E,142,60,240]
[15048][181,(67, 72),15043,S,143,59,240]
[15084][182,(67, 73),15048,E,144,58,240]
[15088][183,(68, 73),15084,S,145,57,240]
[15119][184,(68, 74),15088,E,146,56,240]
[15122][185,(68, 75),15119,E,147,55,240]
[15125][186,(68, 76),15122,E,148,54,240]
[15128][187,(68, 77),15125,E,149,53,240]
[15131][188,(68, 78),15128,E,150,52,240]
[15136][189,(69, 78),15131,S,151,51,240]
[15163][190,(70, 78),15136,S,152,50,240]
[15208][191,(70, 79),15163,E,153,49,240]
[15213][192,(71, 79),15208,S,154,48,240]
[15236][193,(71, 80),15213,E,155,47,240]
[15240][194,(72, 80),15236,S,156,46,240]
[15295][195,(72, 81),15240,E,157,45,240]
[15299][196,(72, 82),15295,E,158,44,240]
[15303][198,(73, 82),15299,S,159,43,241]
[16101][199,(73, 83),15303,E,160,42,241]
[16105][200,(73, 84),16101,E,161,41,241]
[16108][203,(74, 84),16105,S,162,40,243]
[17987][204,(74, 85),16108,E,163,39,243]
[17991][205,(75, 85),17987,S,164,38,243]
[18035][206,(76, 85),17991,S,165,37,243]
[18082][208,(77, 85),18035,S,166,36,244]
[18890][209,(78, 85),18082,S,167,35,244]
[18927][210,(79, 85),18890,S,168,34,244]
[18961][211,(80, 85),18927,S,169,33,244]
[18990][213,(81, 85),18961,S,170,32,245]
[19736][214,(82, 85),18990,S,171,31,245]
[19774][217,(83, 85),19736,S,172,30,247]
[21583][218,(84, 85),19774,S,173,29,247]
[21624][219,(85, 85),21583,S,174,28,247]
[21640][222,(85, 86),21624,E,175,27,249]
[23617][224,(86, 86),21640,S,176,26,250]
[24907][225,(87, 86),23617,S,177,25,250]
[24948][226,(87, 87),24907,E,178,24,250]
[24953][227,(88, 87),24948,S,179,23,250]
[24999][230,(88, 88),24953,E,180,22,252]
[27060][231,(89, 88),24999,S,181,21,252]
[27101][233,(89, 89),27060,E,182,20,253]
[27950][234,(89, 90),27101,E,183,19,253]
[27953][235,(89, 91),27950,E,184,18,253]
[27957][236,(89, 92),27953,E,185,17,253]
[27961][237,(89, 93),27957,E,186,16,253]
[27963][238,(89, 94),27961,E,187,15,253]
[27967][239,(90, 94),27963,S,188,14,253]
[27996][240,(90, 95),27967,E,189,13,253]
[28001][241,(91, 95),27996,S,190,12,253]
[28030][243,(92, 95),28001,S,191,11,254]
[28852][244,(93, 95),28030,S,192,10,254]
[28889][245,(93, 96),28852,E,193,9,254]
[28894][246,(94, 96),28889,S,194,8,254]
[28937][247,(95, 96),28894,S,195,7,254]
[28966][248,(96, 96),28937,S,196,6,254]
[28985][249,(97, 96),28966,S,197,5,254]
[29009][250,(97, 97),28985,E,198,4,254]
[29012][251,(98, 97),29009,S,199,3,254]
[29046][252,(99, 97),29012,S,200,2,254]
[29064][253,(99, 98),29046,E,201,1,254]
[29066][257,(99, 99),29064,E,202,0,257]
