[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,198,198]
[1][1,(0, 1),0,E,1,197,198]
[2][2,(0, 2),1,E,2,196,198]
[6][5,(1, 2),2,S,3,195,200]
[13][8,(1, 3),6,E,4,194,202]
[41][9,(1, 4),13,E,5,193,202]
[45][10,(1, 5),41,E,6,192,202]
[50][12,(2, 5),45,S,7,191,203]
[60][13,(2, 6),50,E,8,190,203]
[64][14,(2, 7),60,E,9,189,203]
[67][15,(2, 8),64,E,10,188,203]
[72][18,(3, 8),67,S,11,187,205]
[126][19,(4, 8),72,S,12,186,205]
[151][20,(5, 8),126,S,13,185,205]
[165][21,(6, 8),151,S,14,184,205]
[174][22,(7, 8),165,S,15,183,205]
[186][23,(7, 9),174,E,16,182,205]
[190][24,(8, 9),186,S,17,181,205]
[201][28,(9, 9),190,S,18,180,208]
[398][29,(10, 9),201,S,19,179,208]
[404][30,(10, 10),398,E,20,178,208]
[408][31,(11, 10),404,S,21,177,208]
[415][32,(11, 11),408,E,22,176,208]
[420][33,(12, 11),415,S,23,175,208]
[427][34,(12, 12),420,E,24,174,208]
[431][35,(13, 12),427,S,25,173,208]
[434][36,(13, 13),431,E,26,172,208]
[438][38,(13, 14),434,E,27,171,209]
[512][39,(13, 15),438,E,28,170,209]
[515][40,(13, 16),512,E,29,169,209]
[520][42,(14, 16),515,S,30,168,210]
[696][43,(15, 16),520,S,31,167,210]
[706][46,(16, 16),696,S,32,166,212]
[1026][48,(17, 16),706,S,33,165,213]
[1159][51,(18, 16),1026,S,34,164,215]
[1492][53,(19, 16),1159,S,35,163,216]
[1686][55,(20, 16),1492,S,36,162,217]
[1880][56,(20, 17),1686,E,37,161,217]
[1884][57,(21, 17),1880,S,38,160,217]
[1908][60,(22, 17),1884,S,39,159,219]
[2339][61,(23, 17),1908,S,40,158,219]
[2363][62,(24, 17),2339,S,41,157,219]
[2377][63,(24, 18),2363,E,42,156,219]
[2381][64,(24, 19),2377,E,43,155,219]
[2385][65,(25, 19),2381,S,44,154,219]
[2400][66,(25, 20),2385,E,45,153,219]
[2404][69,(25, 21),2400,E,46,152,221]
[3106][70,(26, 21),2404,S,47,151,221]
[3123][71,(26, 22),3106,E,48,150,221]
[3127][72,(27, 22),3123,S,49,149,221]
[3155][73,(27, 23),3127,E,50,148,221]
[3158][74,(28, 23),3155,S,51,147,221]
[3181][75,(29, 23),3158,S,52,146,221]
[3204][76,(29, 24),3181,E,53,145,221]
[3207][77,(29, 25),3204,E,54,144,221]
[3211][78,(30, 25),3207,S,55,143,221]
[3232][79,(31, 25),3211,S,56,142,221]
[3254][80,(32, 25),3232,S,57,141,221]
[3277][81,(33, 25),3254,S,58,140,221]
[3291][82,(33, 26),3277,E,59,139,221]
[3294][83,(34, 26),3291,S,60,138,221]
[3310][84,(35, 26),3294,S,61,137,221]
[3313][85,(35, 27),3310,E,62,136,221]
[3318][86,(36, 27),3313,S,63,135,221]
[3324][87,(37, 27),3318,S,64,134,221]
[3327][88,(37, 28),3324,E,65,133,221]
[3330][89,(37, 29),3327,E,66,132,221]
[3333][90,(37, 30),3330,E,67,131,221]
[3335][91,(37, 31),3333,E,68,130,221]
[3339][92,(38, 31),3335,S,69,129,221]
[3353][93,(39, 31),3339,S,70,128,221]
[3360][94,(39, 32),3353,E,71,127,221]
[3364][95,(39, 33),3360,E,72,126,221]
[3368][96,(39, 34),3364,E,73,125,221]
[3371][97,(38, 34),3368,N,74,126,223]
[4131][98,(38, 35),3371,E,75,125,223]
[4134][99,(38, 36),4131,E,76,124,223]
[4138][100,(38, 37),4134,E,77,123,223]
[4141][101,(38, 38),4138,E,78,122,223]
[4144][103,(38, 39),4141,E,79,121,224]
[4560][104,(38, 40),4144,E,80,120,224]
[4563][105,(38, 41),4560,E,81,119,224]
[4566][106,(38, 42),4563,E,82,118,224]
[4570][107,(39, 42),4566,S,83,117,224]
[4583][108,(40, 42),4570,S,84,116,224]
[4593][109,(40, 41),4583,O,85,117,226]
[5577][110,(41, 41),4593,S,86,116,226]
[5590][111,(42, 41),5577,S,87,115,226]
[5613][112,(42, 42),5590,E,88,114,226]
[5616][113,(43, 42),5613,S,89,113,226]
[5633][114,(43, 43),5616,E,90,112,226]
[5636][115,(44, 43),5633,S,91,111,226]
[5673][116,(45, 43),5636,S,92,110,226]
[5704][118,(45, 44),5673,E,93,109,227]
[6290][119,(45, 45),5704,E,94,108,227]
[6294][120,(45, 46),6290,E,95,107,227]
