[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,0]
[1][4,(0, 1),0,E,1,72,4.0]
[5][5,(0, 2),1,E,2,71,5.0]
[6][8,(1, 2),5,S,3,70,8.0]
[9][9,(2, 2),6,S,4,69,9.0]
[13][10,(3, 2),9,S,5,68,10.0]
[14][12,(4, 2),13,S,6,67,12.0]
[24][15,(5, 2),14,S,7,66,15.0]
[36][17,(6, 2),24,S,8,65,17.0]
[43][18,(6, 3),36,E,9,64,18.0]
[50][19,(6, 4),43,E,10,63,19.0]
[59][20,(6, 5),50,E,11,62,20.0]
[69][22,(7, 5),59,S,12,61,22.0]
[82][23,(8, 5),69,S,13,60,23.0]
[93][24,(9, 5),82,S,14,59,24.0]
[103][27,(9, 6),93,E,15,58,27.0]
[130][28,(10, 6),103,S,16,57,28.0]
[137][30,(10, 7),130,E,17,56,30.0]
[151][31,(11, 7),137,S,18,55,31.0]
[162][32,(12, 7),151,S,19,54,32.0]
[173][34,(13, 7),162,S,20,53,34.0]
[195][35,(14, 7),173,S,21,52,35.0]
[211][36,(14, 8),195,E,22,51,36.0]
[224][37,(14, 9),211,E,23,50,37.0]
[241][38,(14, 10),224,E,24,49,38.0]
[257][39,(14, 11),241,E,25,48,39.0]
[272][42,(14, 12),257,E,26,47,42.0]
[324][43,(14, 13),272,E,27,46,43.0]
[337][44,(15, 13),324,S,28,45,44.0]
[351][45,(15, 14),337,E,29,44,45.0]
[372][46,(16, 14),351,S,30,43,46.0]
[395][48,(17, 14),372,S,31,42,48.0]
[434][49,(18, 14),395,S,32,41,49.0]
[450][51,(19, 14),434,S,33,40,51.0]
[487][52,(20, 14),450,S,34,39,52.0]
[502][53,(21, 14),487,S,35,38,53.0]
[513][54,(22, 14),502,S,36,37,54.0]
[536][55,(23, 14),513,S,37,36,55.0]
[552][56,(24, 14),536,S,38,35,56.0]
[572][57,(25, 14),552,S,39,34,57.0]
[591][58,(26, 14),572,S,40,33,58.0]
[603][59,(26, 15),591,E,41,32,59.0]
[616][60,(26, 16),603,E,42,31,60.0]
[628][61,(27, 16),616,S,43,30,61.0]
[648][62,(28, 16),628,S,44,29,62.0]
[665][64,(29, 16),648,S,45,28,64.0]
[706][65,(30, 16),665,S,46,27,65.0]
[721][66,(31, 16),706,S,47,26,66.0]
[742][67,(32, 16),721,S,48,25,67.0]
[754][68,(32, 17),742,E,49,24,68.0]
[771][69,(32, 18),754,E,50,23,69.0]
[784][70,(33, 18),771,S,51,22,70.0]
[800][71,(34, 18),784,S,52,21,71.0]
[819][72,(35, 18),800,S,53,20,72.0]
[839][73,(36, 18),819,S,54,19,73.0]
[856][77,(37, 18),839,S,55,18,77.0]
[913][78,(38, 18),856,S,56,17,78.0]
[927][80,(39, 18),913,S,57,16,80.0]
[965][82,(40, 18),927,S,58,15,82.0]
[1000][83,(41, 18),965,S,59,14,83.0]
[1017][84,(42, 18),1000,S,60,13,84.0]
[1040][85,(42, 19),1017,E,61,12,85.0]
[1061][86,(43, 19),1040,S,62,11,86.0]
[1081][87,(44, 19),1061,S,63,10,87.0]
[1098][89,(45, 19),1081,S,64,9,89.0]
[1132][92,(45, 20),1098,E,65,8,92.0]
[1169][93,(45, 21),1132,E,66,7,93.0]
[1184][94,(45, 22),1169,E,67,6,94.0]
[1198][95,(45, 23),1184,E,68,5,95.0]
[1208][96,(46, 23),1198,S,69,4,96.0]
[1223][97,(47, 23),1208,S,70,3,97.0]
[1236][98,(48, 23),1223,S,71,2,98.0]
[1244][100,(48, 24),1236,E,72,1,100.0]
[1250][101,(49, 24),1244,S,73,0,101.0]
