[id][cost,state,father_id,action,depth,h,value]
[452][144,(1, 51),450,E,76,146,0]
[456][147,(1, 52),452,E,77,145,0]
[466][151,(2, 52),456,S,78,144,0]
[483][154,(3, 52),466,S,79,143,0]
[656][155,(3, 53),483,E,80,142,0]
[658][158,(2, 53),656,N,81,143,0]
[662][159,(2, 54),658,E,82,142,0]
[664][160,(1, 54),662,N,83,143,0]
[669][163,(1, 55),664,E,84,142,0]
[682][165,(1, 56),669,E,85,141,0]
[686][166,(1, 57),682,E,86,140,0]
[690][168,(0, 57),686,N,87,141,0]
[694][169,(0, 58),690,E,88,140,0]
[696][170,(0, 59),694,E,89,139,0]
[699][171,(1, 59),696,S,90,138,0]
[706][175,(1, 60),699,E,91,137,0]
[709][177,(0, 60),706,N,92,138,0]
[711][178,(0, 61),709,E,93,137,0]
[713][179,(0, 62),711,E,94,136,0]
[716][181,(0, 63),713,E,95,135,0]
[719][183,(0, 64),716,E,96,134,0]
[721][184,(0, 65),719,E,97,133,0]
[724][187,(0, 66),721,E,98,132,0]
[727][188,(0, 67),724,E,99,131,0]
[729][191,(0, 68),727,E,100,130,0]
[732][192,(0, 69),729,E,101,129,0]
[734][196,(1, 69),732,S,102,128,0]
[761][198,(1, 70),734,E,103,127,0]
[764][201,(0, 70),761,N,104,128,0]
[768][204,(0, 71),764,E,105,127,0]
[770][205,(0, 72),768,E,106,126,0]
[772][208,(0, 73),770,E,107,125,0]
[775][209,(0, 74),772,E,108,124,0]
[778][212,(0, 75),775,E,109,123,0]
[781][215,(0, 76),778,E,110,122,0]
[784][216,(0, 77),781,E,111,121,0]
[787][218,(1, 77),784,S,112,120,0]
[809][222,(1, 78),787,E,113,119,0]
[812][223,(0, 78),809,N,114,120,0]
[816][225,(0, 79),812,E,115,119,0]
[818][226,(0, 80),816,E,116,118,0]
[822][230,(1, 80),818,S,117,117,0]
[829][231,(1, 81),822,E,118,116,0]
[830][234,(1, 82),829,E,119,115,0]
[834][237,(1, 83),830,E,120,114,0]
[839][240,(1, 84),834,E,121,113,0]
[843][242,(0, 84),839,N,122,114,0]
[847][243,(0, 85),843,E,123,113,0]
[849][244,(0, 86),847,E,124,112,0]
[851][247,(0, 87),849,E,125,111,0]
[854][248,(1, 87),851,S,126,110,0]
[862][249,(1, 86),854,O,127,111,0]
[864][250,(2, 86),862,S,128,110,0]
[1029][251,(2, 87),864,E,129,109,0]
[1033][253,(3, 87),1029,S,130,108,0]
[1185][254,(3, 88),1033,E,131,107,0]
[1188][255,(4, 88),1185,S,132,106,0]
[1514][256,(4, 89),1188,E,133,105,0]
[1518][258,(5, 89),1514,S,134,104,0]
[1845][259,(6, 89),1518,S,135,103,0]
[2170][260,(7, 89),1845,S,136,102,0]
[2489][261,(8, 89),2170,S,137,101,0]
[2812][264,(9, 89),2489,S,138,100,0]
[3142][267,(10, 89),2812,S,139,99,0]
[3470][268,(11, 89),3142,S,140,98,0]
[3794][269,(12, 89),3470,S,141,97,0]
[4111][270,(13, 89),3794,S,142,96,0]
[4423][271,(14, 89),4111,S,143,95,0]
[4745][273,(14, 90),4423,E,144,94,0]
[4748][274,(14, 91),4745,E,145,93,0]
[4751][277,(15, 91),4748,S,146,92,0]
[5085][278,(16, 91),4751,S,147,91,0]
[5408][281,(17, 91),5085,S,148,90,0]
[5737][282,(18, 91),5408,S,149,89,0]
[6084][283,(19, 91),5737,S,150,88,0]
[6409][285,(20, 91),6084,S,151,87,0]
[6722][286,(21, 91),6409,S,152,86,0]
[7049][287,(22, 91),6722,S,153,85,0]
[7356][289,(23, 91),7049,S,154,84,0]
[7668][291,(24, 91),7356,S,155,83,0]
[7996][295,(25, 91),7668,S,156,82,0]
[8331][296,(25, 92),7996,E,157,81,0]
[8335][299,(26, 92),8331,S,158,80,0]
[8645][303,(27, 92),8335,S,159,79,0]
[8959][305,(27, 93),8645,E,160,78,0]
[8963][308,(28, 93),8959,S,161,77,0]
[9290][309,(29, 93),8963,S,162,76,0]
[9607][313,(30, 93),9290,S,163,75,0]
[9924][314,(31, 93),9607,S,164,74,0]
[10254][316,(32, 93),9924,S,165,73,0]
[10549][319,(33, 93),10254,S,166,72,0]
[10882][320,(33, 92),10549,O,167,73,0]
[10884][323,(34, 92),10882,S,168,72,0]
[11200][326,(34, 93),10884,E,169,71,0]
[11202][327,(35, 93),11200,S,170,70,0]
[11521][328,(36, 93),11202,S,171,69,0]
[11847][331,(37, 93),11521,S,172,68,0]
[12171][334,(37, 94),11847,E,173,67,0]
[12175][335,(38, 94),12171,S,174,66,0]
[12504][338,(39, 94),12175,S,175,65,0]
[12814][339,(40, 94),12504,S,176,64,0]
[13144][340,(41, 94),12814,S,177,63,0]
[13478][341,(42, 94),13144,S,178,62,0]
[13811][342,(43, 94),13478,S,179,61,0]
[14136][343,(44, 94),13811,S,180,60,0]
[14463][344,(45, 94),14136,S,181,59,0]
[14798][347,(45, 95),14463,E,182,58,0]
[14800][350,(45, 96),14798,E,183,57,0]
[14803][351,(46, 96),14800,S,184,56,0]
[15120][354,(47, 96),14803,S,185,55,0]
[15444][355,(48, 96),15120,S,186,54,0]
[15771][356,(48, 97),15444,E,187,53,0]
[15774][358,(49, 97),15771,S,188,52,0]
[16097][362,(50, 97),15774,S,189,51,0]
[16426][366,(51, 97),16097,S,190,50,0]
[16744][368,(52, 97),16426,S,191,49,0]
[17064][369,(53, 97),16744,S,192,48,0]
[17390][373,(54, 97),17064,S,193,47,0]
[17706][374,(55, 97),17390,S,194,46,0]
[18034][378,(56, 97),17706,S,195,45,0]
[18346][382,(57, 97),18034,S,196,44,0]
[18665][383,(58, 97),18346,S,197,43,0]
[18997][384,(59, 97),18665,S,198,42,0]
[19330][388,(60, 97),18997,S,199,41,0]
[19671][389,(61, 97),19330,S,200,40,0]
[19983][393,(62, 97),19671,S,201,39,0]
[20317][394,(62, 96),19983,O,202,40,0]
[20319][395,(63, 96),20317,S,203,39,0]
[20623][396,(64, 96),20319,S,204,38,0]
[20943][397,(65, 96),20623,S,205,37,0]
[21286][398,(66, 96),20943,S,206,36,0]
[21623][399,(67, 96),21286,S,207,35,0]
[21960][400,(68, 96),21623,S,208,34,0]
[22268][404,(69, 96),21960,S,209,33,0]
[22596][406,(70, 96),22268,S,210,32,0]
[22915][407,(71, 96),22596,S,211,31,0]
[23251][408,(72, 96),22915,S,212,30,0]
[23573][411,(73, 96),23251,S,213,29,0]
[23899][412,(74, 96),23573,S,214,28,0]
[24225][414,(75, 96),23899,S,215,27,0]
[24559][415,(76, 96),24225,S,216,26,0]
[24895][417,(76, 97),24559,E,217,25,0]
[24898][419,(77, 97),24895,S,218,24,0]
[25222][422,(78, 97),24898,S,219,23,0]
[25541][424,(79, 97),25222,S,220,22,0]
[25851][425,(80, 97),25541,S,221,21,0]
[26181][426,(81, 97),25851,S,222,20,0]
[26486][427,(82, 97),26181,S,223,19,0]
[26804][430,(82, 98),26486,E,224,18,0]
[26810][433,(83, 98),26804,S,225,17,0]
[27137][435,(84, 98),26810,S,226,16,0]
[27454][436,(85, 98),27137,S,227,15,0]
[27782][437,(85, 97),27454,O,228,16,0]
[27784][441,(86, 97),27782,S,229,15,0]
[28106][444,(87, 97),27784,S,230,14,0]
[28423][448,(87, 98),28106,E,231,13,0]
[28426][451,(88, 98),28423,S,232,12,0]
[28760][452,(89, 98),28426,S,233,11,0]
[29084][455,(90, 98),28760,S,234,10,0]
[29405][459,(90, 97),29084,O,235,11,0]
[29407][460,(91, 97),29405,S,236,10,0]
[29720][463,(92, 97),29407,S,237,9,0]
[30034][464,(93, 97),29720,S,238,8,0]
[30370][468,(94, 97),30034,S,239,7,0]
[30690][469,(95, 97),30370,S,240,6,0]
[31018][472,(96, 97),30690,S,241,5,0]
[31334][476,(96, 98),31018,E,242,4,0]
[31336][477,(97, 98),31334,S,243,3,0]
[31666][479,(97, 99),31336,E,244,2,0]
[31668][480,(98, 99),31666,S,245,1,0]
[31992][484,(99, 99),31668,S,246,0,0]
