[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,198,0]
[1][1,(0, 1),0,E,1,197,1.0]
[2][2,(0, 2),1,E,2,196,2.0]
[5][6,(0, 3),2,E,3,195,3.0]
[9][9,(1, 3),5,S,4,194,4.0]
[13][10,(1, 4),9,E,5,193,5.0]
[19][11,(1, 5),13,E,6,192,6.0]
[26][15,(1, 6),19,E,7,191,7.0]
[34][16,(2, 6),26,S,8,190,8.0]
[42][17,(2, 7),34,E,9,189,9.0]
[52][18,(2, 8),42,E,10,188,10.0]
[61][20,(2, 9),52,E,11,187,11.0]
[70][22,(2, 10),61,E,12,186,12.0]
[82][23,(2, 11),70,E,13,185,13.0]
[97][26,(2, 12),82,E,14,184,14.0]
[111][28,(2, 13),97,E,15,183,15.0]
[124][31,(2, 14),111,E,16,182,16.0]
[138][33,(3, 14),124,S,17,181,17.0]
[153][34,(3, 15),138,E,18,180,18.0]
[168][37,(3, 16),153,E,19,179,19.0]
[184][40,(3, 17),168,E,20,178,20.0]
[206][41,(3, 18),184,E,21,177,21.0]
[230][44,(3, 19),206,E,22,176,22.0]
[255][47,(3, 20),230,E,23,175,23.0]
[279][48,(3, 21),255,E,24,174,24.0]
[304][52,(3, 22),279,E,25,173,25.0]
[332][54,(4, 22),304,S,26,172,26.0]
[357][55,(5, 22),332,S,27,171,27.0]
[381][57,(5, 23),357,E,28,170,28.0]
[408][58,(5, 24),381,E,29,169,29.0]
[436][59,(5, 25),408,E,30,168,30.0]
[465][60,(5, 26),436,E,31,167,31.0]
[496][62,(6, 26),465,S,32,166,32.0]
[526][63,(6, 27),496,E,33,165,33.0]
[554][66,(6, 28),526,E,34,164,34.0]
[584][70,(6, 29),554,E,35,163,35.0]
[619][71,(6, 30),584,E,36,162,36.0]
[654][74,(7, 30),619,S,37,161,37.0]
[693][77,(8, 30),654,S,38,160,38.0]
[733][78,(8, 31),693,E,39,159,39.0]
[772][79,(8, 32),733,E,40,158,40.0]
[814][81,(8, 33),772,E,41,157,41.0]
[852][82,(8, 34),814,E,42,156,42.0]
[893][85,(8, 35),852,E,43,155,43.0]
[936][88,(9, 35),893,S,44,154,44.0]
[976][91,(9, 36),936,E,45,153,45.0]
[1022][92,(9, 37),976,E,46,152,46.0]
[1069][95,(9, 38),1022,E,47,151,47.0]
[1115][98,(9, 39),1069,E,48,150,48.0]
[1161][100,(9, 40),1115,E,49,149,49.0]
[1209][103,(9, 41),1161,E,50,148,50.0]
[1261][104,(9, 42),1209,E,51,147,51.0]
[1313][105,(9, 43),1261,E,52,146,52.0]
[1365][109,(9, 44),1313,E,53,145,53.0]
[1416][113,(9, 45),1365,E,54,144,54.0]
[1466][114,(9, 46),1416,E,55,143,55.0]
[1516][116,(9, 47),1466,E,56,142,56.0]
[1569][117,(9, 48),1516,E,57,141,57.0]
[1626][121,(9, 49),1569,E,58,140,58.0]
[1682][123,(9, 50),1626,E,59,139,59.0]
[1736][127,(9, 51),1682,E,60,138,60.0]
[1794][128,(9, 52),1736,E,61,137,61.0]
[1858][130,(9, 53),1794,E,62,136,62.0]
[1920][133,(9, 54),1858,E,63,135,63.0]
[1979][135,(9, 55),1920,E,64,134,64.0]
[2038][137,(9, 56),1979,E,65,133,65.0]
[2104][139,(9, 57),2038,E,66,132,66.0]
[2171][142,(9, 58),2104,E,67,131,67.0]
[2229][146,(9, 59),2171,E,68,130,68.0]
[2295][147,(9, 60),2229,E,69,129,69.0]
[2368][148,(9, 61),2295,E,70,128,70.0]
[2436][150,(10, 61),2368,S,71,127,71.0]
[2507][152,(10, 62),2436,E,72,126,72.0]
[2581][154,(10, 63),2507,E,73,125,73.0]
[2651][156,(10, 64),2581,E,74,124,74.0]
[2727][159,(11, 64),2651,S,75,123,75.0]
[2805][160,(11, 65),2727,E,76,122,76.0]
[2875][163,(11, 66),2805,E,77,121,77.0]
[2942][164,(11, 67),2875,E,78,120,78.0]
[3020][166,(12, 67),2942,S,79,119,79.0]
[3099][167,(12, 68),3020,E,80,118,80.0]
[3175][168,(12, 69),3099,E,81,117,81.0]
[3254][171,(12, 70),3175,E,82,116,82.0]
[3335][173,(12, 71),3254,E,83,115,83.0]
[3417][176,(12, 72),3335,E,84,114,84.0]
[3500][177,(13, 72),3417,S,85,113,85.0]
[3579][180,(13, 73),3500,E,86,112,86.0]
[3661][183,(13, 74),3579,E,87,111,87.0]
[3750][184,(13, 75),3661,E,88,110,88.0]
[3839][187,(14, 75),3750,S,89,109,89.0]
[3927][189,(14, 76),3839,E,90,108,90.0]
[4009][190,(15, 76),3927,S,91,107,91.0]
[4091][193,(15, 77),4009,E,92,106,92.0]
[4184][197,(16, 77),4091,S,93,105,93.0]
[4277][199,(17, 77),4184,S,94,104,94.0]
[4365][203,(18, 77),4277,S,95,103,95.0]
[4458][207,(19, 77),4365,S,96,102,96.0]
[4555][209,(20, 77),4458,S,97,101,97.0]
[4651][210,(20, 78),4555,E,98,100,98.0]
[4749][211,(21, 78),4651,S,99,99,99.0]
[4846][212,(22, 78),4749,S,100,98,100.0]
[4947][213,(23, 78),4846,S,101,97,101.0]
[5047][214,(24, 78),4947,S,102,96,102.0]
[5144][217,(24, 79),5047,E,103,95,103.0]
[5245][220,(25, 79),5144,S,104,94,104.0]
[5347][223,(26, 79),5245,S,105,93,105.0]
[5449][225,(27, 79),5347,S,106,92,106.0]
[5548][226,(28, 79),5449,S,107,91,107.0]
[5653][230,(29, 79),5548,S,108,90,108.0]
[5763][233,(29, 80),5653,E,109,89,109.0]
[5869][235,(30, 80),5763,S,110,88,110.0]
[5978][236,(30, 81),5869,E,111,87,111.0]
[6086][237,(31, 81),5978,S,112,86,112.0]
[6187][238,(32, 81),6086,S,113,85,113.0]
[6288][239,(32, 82),6187,E,114,84,114.0]
[6393][242,(33, 82),6288,S,115,83,115.0]
[6491][244,(34, 82),6393,S,116,82,116.0]
[6576][246,(35, 82),6491,S,117,81,117.0]
[6662][250,(36, 82),6576,S,118,80,118.0]
[6754][252,(37, 82),6662,S,119,79,119.0]
[6842][253,(38, 82),6754,S,120,78,120.0]
[6921][254,(39, 82),6842,S,121,77,121.0]
[7002][255,(40, 82),6921,S,122,76,122.0]
[7082][256,(41, 82),7002,S,123,75,123.0]
[7155][260,(41, 83),7082,E,124,74,124.0]
[7229][261,(41, 84),7155,E,125,73,125.0]
[7301][262,(42, 84),7229,S,126,72,126.0]
[7374][264,(42, 85),7301,E,127,71,127.0]
[7451][266,(43, 85),7374,S,128,70,128.0]
[7525][267,(43, 86),7451,E,129,69,129.0]
[7591][270,(44, 86),7525,S,130,68,130.0]
[7660][271,(45, 86),7591,S,131,67,131.0]
