[id][cost,state,father_id,action,depth,h,value]
[7734][272,(45, 87),7660,E,132,66,132.0]
[7801][273,(45, 88),7734,E,133,65,133.0]
[7864][274,(46, 88),7801,S,134,64,134.0]
[7925][275,(47, 88),7864,S,135,63,135.0]
[7988][279,(48, 88),7925,S,136,62,136.0]
[8054][282,(48, 89),7988,E,137,61,137.0]
[8115][283,(49, 89),8054,S,138,60,138.0]
[8175][287,(50, 89),8115,S,139,59,139.0]
[8240][288,(51, 89),8175,S,140,58,140.0]
[8298][289,(52, 89),8240,S,141,57,141.0]
[8354][290,(53, 89),8298,S,142,56,142.0]
[8411][291,(54, 89),8354,S,143,55,143.0]
[8466][292,(54, 90),8411,E,144,54,144.0]
[8523][293,(55, 90),8466,S,145,53,145.0]
[8579][294,(56, 90),8523,S,146,52,146.0]
[8631][295,(57, 90),8579,S,147,51,147.0]
[8681][299,(57, 91),8631,E,148,50,148.0]
[8731][300,(58, 91),8681,S,149,49,149.0]
[8782][301,(59, 91),8731,S,150,48,150.0]
[8832][303,(60, 91),8782,S,151,47,151.0]
[8878][304,(60, 92),8832,E,152,46,152.0]
[8922][305,(61, 92),8878,S,153,45,153.0]
[8967][306,(62, 92),8922,S,154,44,154.0]
[9015][310,(63, 92),8967,S,155,43,155.0]
[9058][311,(64, 92),9015,S,156,42,156.0]
[9101][314,(65, 92),9058,S,157,41,157.0]
[9145][318,(66, 92),9101,S,158,40,158.0]
[9186][322,(67, 92),9145,S,159,39,159.0]
[9224][326,(68, 92),9186,S,160,38,160.0]
[9262][327,(68, 93),9224,E,161,37,161.0]
[9302][328,(69, 93),9262,S,162,36,162.0]
[9339][329,(70, 93),9302,S,163,35,163.0]
[9375][332,(71, 93),9339,S,164,34,164.0]
[9411][333,(72, 93),9375,S,165,33,165.0]
[9445][335,(73, 93),9411,S,166,32,166.0]
[9477][338,(74, 93),9445,S,167,31,167.0]
[9510][342,(75, 93),9477,S,168,30,168.0]
[9540][345,(76, 93),9510,S,169,29,169.0]
[9569][348,(77, 93),9540,S,170,28,170.0]
[9597][350,(78, 93),9569,S,171,27,171.0]
[9625][354,(79, 93),9597,S,172,26,172.0]
[9654][355,(80, 93),9625,S,173,25,173.0]
[9681][357,(81, 93),9654,S,174,24,174.0]
[9707][358,(82, 93),9681,S,175,23,175.0]
[9731][359,(83, 93),9707,S,176,22,176.0]
[9754][361,(84, 93),9731,S,177,21,177.0]
[9774][362,(85, 93),9754,S,178,20,178.0]
[9792][363,(85, 94),9774,E,179,19,179.0]
[9812][365,(86, 94),9792,S,180,18,180.0]
[9830][366,(86, 95),9812,E,181,17,181.0]
[9848][367,(87, 95),9830,S,182,16,182.0]
[9864][368,(87, 96),9848,E,183,15,183.0]
[9881][369,(88, 96),9864,S,184,14,184.0]
[9897][372,(89, 96),9881,S,185,13,185.0]
[9912][376,(90, 96),9897,S,186,12,186.0]
[9925][379,(91, 96),9912,S,187,11,187.0]
[9936][380,(91, 97),9925,E,188,10,188.0]
[9947][383,(92, 97),9936,S,189,9,189.0]
[9957][384,(93, 97),9947,S,190,8,190.0]
[9967][388,(94, 97),9957,S,191,7,191.0]
[9975][389,(95, 97),9967,S,192,6,192.0]
[9981][392,(96, 97),9975,S,193,5,193.0]
[9985][396,(96, 98),9981,E,194,4,194.0]
[9990][397,(97, 98),9985,S,195,3,195.0]
[9994][399,(97, 99),9990,E,196,2,196.0]
[9998][400,(98, 99),9994,S,197,1,197.0]
[10000][404,(99, 99),9998,S,198,0,198.0]
