[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,198,0]
[1][1,(0, 1),0,E,1,197,1.0]
[2][2,(0, 2),1,E,2,196,2.0]
[6][5,(1, 2),2,S,3,195,5.0]
[10][8,(1, 3),6,E,4,194,8.0]
[16][9,(1, 4),10,E,5,193,9.0]
[22][10,(1, 5),16,E,6,192,10.0]
[26][12,(2, 5),22,S,7,191,12.0]
[31][13,(2, 6),26,E,8,190,13.0]
[34][14,(2, 7),31,E,9,189,14.0]
[39][15,(2, 8),34,E,10,188,15.0]
[48][18,(3, 8),39,S,11,187,18.0]
[71][19,(4, 8),48,S,12,186,19.0]
[81][20,(5, 8),71,S,13,185,20.0]
[96][21,(6, 8),81,S,14,184,21.0]
[103][22,(7, 8),96,S,15,183,22.0]
[111][23,(7, 9),103,E,16,182,23.0]
[123][24,(8, 9),111,S,17,181,24.0]
[132][28,(9, 9),123,S,18,180,28.0]
[160][29,(10, 9),132,S,19,179,29.0]
[170][30,(10, 10),160,E,20,178,30.0]
[182][31,(11, 10),170,S,21,177,31.0]
[196][32,(11, 11),182,E,22,176,32.0]
[213][33,(12, 11),196,S,23,175,33.0]
[226][34,(12, 12),213,E,24,174,34.0]
[241][35,(13, 12),226,S,25,173,35.0]
[258][36,(13, 13),241,E,26,172,36.0]
[275][38,(13, 14),258,E,27,171,38.0]
[309][39,(13, 15),275,E,28,170,39.0]
[328][40,(13, 16),309,E,29,169,40.0]
[351][42,(14, 16),328,S,30,168,42.0]
[389][43,(15, 16),351,S,31,167,43.0]
[412][46,(16, 16),389,S,32,166,46.0]
[465][48,(17, 16),412,S,33,165,48.0]
[497][51,(18, 16),465,S,34,164,51.0]
[558][53,(19, 16),497,S,35,163,53.0]
[600][55,(20, 16),558,S,36,162,55.0]
[641][56,(20, 17),600,E,37,161,56.0]
[665][57,(21, 17),641,S,38,160,57.0]
[689][60,(22, 17),665,S,39,159,60.0]
[769][61,(23, 17),689,S,40,158,61.0]
[798][62,(24, 17),769,S,41,157,62.0]
[826][63,(24, 18),798,E,42,156,63.0]
[858][64,(24, 19),826,E,43,155,64.0]
[892][65,(25, 19),858,S,44,154,65.0]
[915][66,(25, 20),892,E,45,153,66.0]
[940][69,(25, 21),915,E,46,152,69.0]
[1033][70,(26, 21),940,S,47,151,70.0]
[1063][71,(26, 22),1033,E,48,150,71.0]
[1098][72,(27, 22),1063,S,49,149,72.0]
[1129][73,(27, 23),1098,E,50,148,73.0]
[1162][74,(28, 23),1129,S,51,147,74.0]
[1206][75,(29, 23),1162,S,52,146,75.0]
[1239][76,(29, 24),1206,E,53,145,76.0]
[1281][77,(29, 25),1239,E,54,144,77.0]
[1324][78,(30, 25),1281,S,55,143,78.0]
[1360][79,(31, 25),1324,S,56,142,79.0]
[1402][80,(32, 25),1360,S,57,141,80.0]
[1446][81,(33, 25),1402,S,58,140,81.0]
[1484][82,(33, 26),1446,E,59,139,82.0]
[1527][83,(34, 26),1484,S,60,138,83.0]
[1569][84,(35, 26),1527,S,61,137,84.0]
[1606][85,(35, 27),1569,E,62,136,85.0]
[1643][86,(36, 27),1606,S,63,135,86.0]
[1677][87,(37, 27),1643,S,64,134,87.0]
[1709][88,(37, 28),1677,E,65,133,88.0]
[1746][89,(37, 29),1709,E,66,132,89.0]
[1773][90,(37, 30),1746,E,67,131,90.0]
[1816][91,(37, 31),1773,E,68,130,91.0]
[1864][92,(38, 31),1816,S,69,129,92.0]
[1901][93,(39, 31),1864,S,70,128,93.0]
[1944][94,(39, 32),1901,E,71,127,94.0]
[1990][95,(39, 33),1944,E,72,126,95.0]
[2035][96,(39, 34),1990,E,73,125,96.0]
[2086][97,(38, 34),2035,N,74,126,97.0]
[2136][98,(38, 35),2086,E,75,125,98.0]
[2192][99,(38, 36),2136,E,76,124,99.0]
[2247][100,(38, 37),2192,E,77,123,100.0]
[2300][101,(38, 38),2247,E,78,122,101.0]
[2343][103,(38, 39),2300,E,79,121,103.0]
[2440][104,(38, 40),2343,E,80,120,104.0]
[2492][105,(38, 41),2440,E,81,119,105.0]
[2535][106,(38, 42),2492,E,82,118,106.0]
[2573][107,(39, 42),2535,S,83,117,107.0]
[2621][108,(40, 42),2573,S,84,116,108.0]
[2692][109,(40, 41),2621,O,85,117,109.0]
[2745][110,(41, 41),2692,S,86,116,110.0]
[2794][111,(42, 41),2745,S,87,115,111.0]
[2847][112,(42, 42),2794,E,88,114,112.0]
[2899][113,(43, 42),2847,S,89,113,113.0]
[2948][114,(43, 43),2899,E,90,112,114.0]
[2999][115,(44, 43),2948,S,91,111,115.0]
[3053][116,(45, 43),2999,S,92,110,116.0]
[3107][118,(45, 44),3053,E,93,109,118.0]
[3211][119,(45, 45),3107,E,94,108,119.0]
[3264][120,(45, 46),3211,E,95,107,120.0]
[3324][121,(45, 47),3264,E,96,106,121.0]
[3391][122,(46, 47),3324,S,97,105,122.0]
[3435][125,(46, 48),3391,E,98,104,125.0]
[3609][126,(46, 49),3435,E,99,103,126.0]
[3660][127,(46, 50),3609,E,100,102,127.0]
[3722][128,(46, 51),3660,E,101,101,128.0]
[3793][130,(47, 51),3722,S,102,100,130.0]
[3907][132,(48, 51),3793,S,103,99,132.0]
[4027][133,(48, 52),3907,E,104,98,133.0]
[4089][134,(48, 53),4027,E,105,97,134.0]
[4161][135,(48, 54),4089,E,106,96,135.0]
[4237][136,(48, 55),4161,E,107,95,136.0]
[4302][139,(48, 56),4237,E,108,94,139.0]
[4488][140,(49, 56),4302,S,109,93,140.0]
[4549][141,(49, 57),4488,E,110,92,141.0]
[4611][142,(49, 58),4549,E,111,91,142.0]
[4689][143,(49, 59),4611,E,112,90,143.0]
[4757][145,(49, 60),4689,E,113,89,145.0]
[4882][146,(49, 61),4757,E,114,88,146.0]
[4946][147,(49, 62),4882,E,115,87,147.0]
[5013][148,(49, 63),4946,E,116,86,148.0]
[5091][149,(50, 63),5013,S,117,85,149.0]
[5173][150,(51, 63),5091,S,118,84,150.0]
[5241][151,(52, 63),5173,S,119,83,151.0]
[5307][152,(53, 63),5241,S,120,82,152.0]
[5381][153,(53, 64),5307,E,121,81,153.0]
[5456][154,(54, 64),5381,S,122,80,154.0]
[5531][155,(55, 64),5456,S,123,79,155.0]
[5613][158,(56, 64),5531,S,124,78,158.0]
[5868][159,(57, 64),5613,S,125,77,159.0]
[5935][160,(57, 65),5868,E,126,76,160.0]
[6002][161,(57, 66),5935,E,127,75,161.0]
[6082][162,(58, 66),6002,S,128,74,162.0]
[6168][163,(59, 66),6082,S,129,73,163.0]
[6235][165,(60, 66),6168,S,130,72,165.0]
[6394][166,(60, 67),6235,E,131,71,166.0]
