[id][cost,state,father_id,action,depth,h,value]
[6468][168,(61, 67),6394,S,132,70,168.0]
[6623][170,(62, 67),6468,S,133,69,170.0]
[6776][171,(63, 67),6623,S,134,68,171.0]
[6854][172,(64, 67),6776,S,135,67,172.0]
[6930][173,(64, 68),6854,E,136,66,173.0]
[7017][174,(65, 68),6930,S,137,65,174.0]
[7108][176,(66, 68),7017,S,138,64,176.0]
[7277][177,(66, 69),7108,E,139,63,177.0]
[7350][178,(66, 70),7277,E,140,62,178.0]
[7439][179,(66, 71),7350,E,141,61,179.0]
[7526][180,(66, 72),7439,E,142,60,180.0]
[7613][181,(67, 72),7526,S,143,59,181.0]
[7704][182,(67, 73),7613,E,144,58,182.0]
[7781][183,(68, 73),7704,S,145,57,183.0]
[7844][184,(68, 74),7781,E,146,56,184.0]
[7915][185,(68, 75),7844,E,147,55,185.0]
[7978][186,(68, 76),7915,E,148,54,186.0]
[8034][187,(68, 77),7978,E,149,53,187.0]
[8091][188,(68, 78),8034,E,150,52,188.0]
[8162][189,(69, 78),8091,S,151,51,189.0]
[8229][190,(70, 78),8162,S,152,50,190.0]
[8287][191,(70, 79),8229,E,153,49,191.0]
[8346][192,(71, 79),8287,S,154,48,192.0]
[8406][193,(71, 80),8346,E,155,47,193.0]
[8458][194,(72, 80),8406,S,156,46,194.0]
[8522][195,(72, 81),8458,E,157,45,195.0]
[8583][196,(72, 82),8522,E,158,44,196.0]
[8641][198,(73, 82),8583,S,159,43,198.0]
[8724][199,(73, 83),8641,E,160,42,199.0]
[8782][200,(73, 84),8724,E,161,41,200.0]
[8828][203,(74, 84),8782,S,162,40,203.0]
[8958][204,(74, 85),8828,E,163,39,204.0]
[9002][205,(75, 85),8958,S,164,38,205.0]
[9035][206,(76, 85),9002,S,165,37,206.0]
[9074][208,(77, 85),9035,S,166,36,208.0]
[9156][209,(78, 85),9074,S,167,35,209.0]
[9196][210,(79, 85),9156,S,168,34,210.0]
[9235][211,(80, 85),9196,S,169,33,211.0]
[9276][213,(81, 85),9235,S,170,32,213.0]
[9361][214,(82, 85),9276,S,171,31,214.0]
[9394][217,(83, 85),9361,S,172,30,217.0]
[9486][218,(84, 85),9394,S,173,29,218.0]
[9518][219,(85, 85),9486,S,174,28,219.0]
[9542][222,(85, 86),9518,E,175,27,222.0]
[9605][224,(86, 86),9542,S,176,26,224.0]
[9657][225,(87, 86),9605,S,177,25,225.0]
[9675][226,(87, 87),9657,E,178,24,226.0]
[9700][227,(88, 87),9675,S,179,23,227.0]
[9721][230,(88, 88),9700,E,180,22,230.0]
[9772][231,(89, 88),9721,S,181,21,231.0]
[9788][233,(89, 89),9772,E,182,20,233.0]
[9815][234,(89, 90),9788,E,183,19,234.0]
[9826][235,(89, 91),9815,E,184,18,235.0]
[9834][236,(89, 92),9826,E,185,17,236.0]
[9846][237,(89, 93),9834,E,186,16,237.0]
[9860][238,(89, 94),9846,E,187,15,238.0]
[9876][239,(90, 94),9860,S,188,14,239.0]
[9887][240,(90, 95),9876,E,189,13,240.0]
[9900][241,(91, 95),9887,S,190,12,241.0]
[9912][243,(92, 95),9900,S,191,11,243.0]
[9930][244,(93, 95),9912,S,192,10,244.0]
[9937][245,(93, 96),9930,E,193,9,245.0]
[9947][246,(94, 96),9937,S,194,8,246.0]
[9956][247,(95, 96),9947,S,195,7,247.0]
[9964][248,(96, 96),9956,S,196,6,248.0]
[9970][249,(97, 96),9964,S,197,5,249.0]
[9975][250,(97, 97),9970,E,198,4,250.0]
[9982][251,(98, 97),9975,S,199,3,251.0]
[9989][252,(99, 97),9982,S,200,2,252.0]
[9991][253,(99, 98),9989,E,201,1,253.0]
[9994][257,(99, 99),9991,E,202,0,257.0]
