[id][cost,state,father_id,action,depth,h,value]
[0][0,(0, 0),None,None,0,73,0]
[1][4,(0, 1),0,E,1,72,1.0]
[3][5,(0, 2),1,E,2,71,0.0]
[8][8,(1, 2),3,S,3,70,0.0]
[10][11,(1, 3),8,E,4,69,0.0]
[12][12,(0, 3),10,N,5,70,0.0]
[15][13,(0, 4),12,E,6,69,0.0]
[16][16,(0, 5),15,E,7,68,0.0]
[17][19,(0, 6),16,E,8,67,0.0]
[19][22,(0, 7),17,E,9,66,0.0]
[21][24,(0, 8),19,E,10,65,0.0]
[23][26,(0, 9),21,E,11,64,0.0]
[25][27,(0, 10),23,E,12,63,0.0]
[27][31,(0, 11),25,E,13,62,0.0]
[28][33,(0, 12),27,E,14,61,0.0]
[30][35,(0, 13),28,E,15,60,0.0]
[32][36,(0, 14),30,E,16,59,0.0]
[34][39,(0, 15),32,E,17,58,0.0]
[36][40,(0, 16),34,E,18,57,0.0]
[38][41,(0, 17),36,E,19,56,0.0]
[40][42,(0, 18),38,E,20,55,0.0]
[42][43,(1, 18),40,S,21,54,0.0]
[55][44,(2, 18),42,S,22,53,0.0]
[73][45,(2, 19),55,E,23,52,0.0]
[74][46,(1, 19),73,N,24,53,0.0]
[77][48,(1, 20),74,E,25,52,0.0]
[78][49,(1, 21),77,E,26,51,0.0]
[80][50,(1, 22),78,E,27,50,0.0]
[88][53,(2, 22),80,S,28,49,0.0]
[92][55,(3, 22),88,S,29,48,0.0]
[123][56,(4, 22),92,S,30,47,0.0]
[147][57,(5, 22),123,S,31,46,0.0]
[169][59,(6, 22),147,S,32,45,0.0]
[190][62,(7, 22),169,S,33,44,0.0]
[214][63,(8, 22),190,S,34,43,0.0]
[249][66,(9, 22),214,S,35,42,0.0]
[271][67,(10, 22),249,S,36,41,0.0]
[295][68,(11, 22),271,S,37,40,0.0]
[319][69,(12, 22),295,S,38,39,0.0]
[341][70,(12, 21),319,O,39,40,0.0]
[343][71,(12, 20),341,O,40,41,0.0]
[344][72,(13, 20),343,S,41,40,0.0]
[368][73,(14, 20),344,S,42,39,0.0]
[392][76,(15, 20),368,S,43,38,0.0]
[418][77,(16, 20),392,S,44,37,0.0]
[442][81,(17, 20),418,S,45,36,0.0]
[470][82,(18, 20),442,S,46,35,0.0]
[494][83,(19, 20),470,S,47,34,0.0]
[520][86,(20, 20),494,S,48,33,0.0]
[542][87,(21, 20),520,S,49,32,0.0]
[570][88,(22, 20),542,S,50,31,0.0]
[595][89,(23, 20),570,S,51,30,0.0]
[620][92,(24, 20),595,S,52,29,0.0]
[644][94,(25, 20),620,S,53,28,0.0]
[671][96,(26, 20),644,S,54,27,0.0]
[693][97,(27, 20),671,S,55,26,0.0]
[717][99,(28, 20),693,S,56,25,0.0]
[745][102,(29, 20),717,S,57,24,0.0]
[768][103,(30, 20),745,S,58,23,0.0]
[788][104,(31, 20),768,S,59,22,0.0]
[815][107,(31, 21),788,E,60,21,0.0]
[817][111,(32, 21),815,S,61,20,0.0]
[844][114,(33, 21),817,S,62,19,0.0]
[870][117,(34, 21),844,S,63,18,0.0]
[892][120,(35, 21),870,S,64,17,0.0]
[917][121,(36, 21),892,S,65,16,0.0]
[941][122,(36, 22),917,E,66,15,0.0]
[943][124,(37, 22),941,S,67,14,0.0]
[967][125,(38, 22),943,S,68,13,0.0]
[1000][129,(39, 22),967,S,69,12,0.0]
[1024][131,(40, 22),1000,S,70,11,0.0]
[1046][132,(40, 23),1024,E,71,10,0.0]
[1048][135,(41, 23),1046,S,72,9,0.0]
[1074][136,(42, 23),1048,S,73,8,0.0]
[1096][137,(43, 23),1074,S,74,7,0.0]
[1119][138,(43, 24),1096,E,75,6,0.0]
[1122][141,(44, 24),1119,S,76,5,0.0]
[1147][145,(45, 24),1122,S,77,4,0.0]
[1170][149,(46, 24),1147,S,78,3,0.0]
[1196][152,(47, 24),1170,S,79,2,0.0]
[1220][154,(48, 24),1196,S,80,1,0.0]
[1248][155,(49, 24),1220,S,81,0,0.0]
